-34.853,42.197,-41.849,-35.854,38.991,13.688,-37.074,-36.004,34.426,-37.265,-11.047,-37.063,3.6563,9.1211,-34.503,-11.285,9.4141,189.88,46.517,10.715,-13.184,12.445,-9.3359,2.4844,35.091,11,-35.14,-13.867,14.141,-10.637,10.688,-36.503,-36.391,34.687,-37.636,34.563,-34.848,34.451,35.709,-35.218,34.599,-10.633,15.184,54.589,43.645,44.645,38.894,11.773,36.772,-47.476,14.148,-12.387,15.414,10.824,-15.145,10.762,40.313,34.518,-15.012,-38.44,-11.359,9.4766,10.84,-10.727,8.8438,34.158,11.684,-11.613,38.662,51.69,42.482,-14.113,34.812,-36.567,10.414,15.707,37.85,-42.498,-37.235,-12.555,-38.121,34.63,-35.057,-143.81,42.136,13.645,-35.499,13.953,138.91,-9.1016,39.214,41.842,-35.852,46.89,46.526,35.444,-44.662,35.407,42.56,-138.04,-15.332,143.26,36.567,44.598,-57.686,-8.6367,36.556,51.92,-14.098,15.773,44.671,-52.007,-38.958,-49.488,34.224,14.188,138.88,-10.223,34.189,34.893,9.5938,11.879,34.721,-34.583,13.891,34.905,8.8125,157.58,235.09,-672.08,-568.64,-161.11,550.78,175.03,141.12,137.34,37.066,12.121,-36.436,-41.992,-62.556,-50.117,-139.43,9.9141,-46.7,-41.893,46.365,-38.51,-38.309,34.202,34.231,41.277,-157.08,58.354,35.604,-35.129,63.879,-42.207,44.727,48.89,12.922,35.693,52.28,48.464,55.897,60.997,140.12,151.73,155.51,-251.3,-558.59,154.79,186.78,147.23,148.27,-141.11,-548,-194.6,142,183.29,148.9,140.54,137.62,53.685,45.91,55.782,38.457,54.311,-15.273,39.895,13.148,-34.9,35.919,40.635,14.625,36.984,-15.492,34.308,38.667,-36.647,35.611,36.974,-36.363,-34.661,34.156,-35.348,-2.1719,36.567,-36.596,-37.818,-136.33,-46.174,147.89,-38.169,-50.907,-36.348,-40.729,-12.168,-12.023,-37.329,-52.12,-35.716,39.922,34.287,35.188,-40.93,-11.168,11.57,36.631,39.217,38.552,45.684,37.115,34.501,-43.979,43.371,-38.665,35.062,-43.772,34.974,-13.578,13.938,-59.589,36.334,-34.077,-15.309,-42.714,9.125,34.925,43.571,-9.418,-8.9102,34.91,34.547,35.251,34.449
-35.978,40.447,36.901,-12.914,35.241,2.75,-36.574,-35.629,34.551,-35.265,-10.047,-38.313,-2.3438,14.621,-0.6875,-12.285,11.914,172.22,34.142,12.215,-9.6836,-8.5547,-8.8359,34.28,35.841,34.375,-36.765,-34.342,34.035,-8.6367,34.172,-37.878,-15.563,10.746,34.114,35.688,-36.098,-13.695,11.836,-11.871,-8.6055,35.967,-11.316,61.839,38.145,43.395,39.894,-9.7266,34.147,45.649,34.162,-8.8867,35.729,-12.176,-13.645,36.19,40.688,15.07,-15.012,-38.065,11.141,11.477,10.84,-10.227,-8.6563,-14.867,-35.704,-37.653,39.787,51.44,39.107,-37.403,42.187,-35.192,14.414,36.302,9.8984,-39.123,-41.61,35.486,-3.9375,-35.87,39.318,-137.34,42.511,-10.355,-45.124,14.453,145.97,10.898,-35.661,44.842,-13.906,45.64,48.901,37.319,-51.037,34.407,47.185,-136.73,34.042,143.32,36.692,137.27,-55.061,12.363,34.556,-37.705,35.101,34.693,41.796,-40.882,-13.832,-56.863,10.395,34.047,60.406,-11.223,3.0313,34.893,14.094,13.879,14.383,34.792,14.891,34.28,-14.688,161.62,225.34,-616.35,687.19,-767.37,174.42,172.37,145.15,140.68,35.066,-37.095,-35.686,-40.742,-56.056,-54.367,-137.12,-11.086,-47.2,-34.143,45.24,38.49,-56.309,15.809,36.106,35.902,-152.3,44.104,-12.082,-35.754,49.004,-58.332,42.352,44.39,-34.02,34.068,48.405,45.589,52.272,51.247,138.53,150.61,147.17,-550.95,-550.9,169.11,183.28,145.92,143.9,-147.73,-548.11,-173.76,140.65,175.26,146.37,138.92,138.62,47.435,41.285,53.907,39.457,38.186,11.727,41.645,13.148,-12.602,44.794,39.01,-34.094,37.109,-35.123,37.183,38.042,14.41,36.861,49.724,-35.363,-34.161,10.125,-9.8906,-9.043,-34.808,-8.8828,-37.818,-60.576,-39.924,36.561,-57.419,9.8711,37.152,-40.854,-36.542,-36.006,-41.829,-49.12,35.659,37.797,38.287,35.813,-39.805,-14.168,-34.607,34.256,34.592,37.052,42.309,37.615,35.626,-42.729,44.871,-40.915,9.2461,-47.022,35.849,9.4219,14.438,-63.714,36.334,36.048,-14.809,-50.839,11.625,13.699,45.946,-12.418,35.022,34.66,11.688,34.876,36.199
-34.103,37.947,47.276,-9.9141,12.965,14.688,-35.699,-34.379,34.676,-34.39,9.9531,-38.938,-10.586,13.121,-34.003,-9.7852,34.729,154.22,-38.108,10.715,-11.684,10.945,-10.836,34.53,36.091,35.5,-38.015,-34.717,34.41,3.4531,34.172,-35.628,13.938,-11.754,41.114,39.313,-34.223,-35.674,-12.164,-14.371,-37.151,8.8672,-34.704,51.839,34.27,43.895,39.019,-8.7266,-34.478,-37.351,34.412,-9.3867,35.479,-11.676,-10.145,35.315,41.063,34.393,13.988,-37.315,11.141,8.9766,11.34,8.7734,-10.156,-13.867,-34.079,-41.903,42.287,-12.238,35.107,9.8867,41.562,-12.77,11.914,35.927,-35.775,-12.992,13.559,37.861,37.879,-39.995,39.443,37.01,46.636,-36.089,-43.374,-34.512,152.91,35.1,-36.286,42.467,-3.625,45.14,43.151,39.069,-42.787,8.6289,45.935,-58.298,40.542,140.35,57.942,59.848,-49.186,13.363,15.723,-60.83,37.726,12.773,44.671,42.243,36.417,-57.988,-11.605,10.688,48.281,-10.223,-14.742,34.768,34.148,8.8789,12.883,-14.332,14.391,11.121,-36.922,155.21,-575.7,901.11,-2240.6,878.51,39.821,184.03,145.49,139.37,13.766,-40.47,-34.186,-34.992,-55.181,-59.242,-60.712,-34.021,-44.45,36.482,40.49,51.24,-137.89,34.452,35.856,-36.598,-138.42,-41.771,-10.082,-36.629,11.516,-48.707,35.977,41.89,-34.645,-11.227,41.28,40.839,44.147,41.997,136.22,145.82,138.67,-553.95,-242.19,176.98,174,141.95,62.833,-147.01,-544.46,-151.79,137.97,156.79,141.8,136.67,59.609,50.06,42.785,52.657,38.082,-12.258,41.807,40.645,14.648,36.6,37.294,13.039,-35.219,35.234,-35.498,36.808,13.168,10.91,35.486,43.599,34.637,-14.145,-9.875,34.902,-11.043,-34.308,12.617,-37.693,41.049,-39.174,-138.55,-9.6758,39.468,38.902,-37.104,-9.168,-35.631,-36.829,-34.245,41.534,34.797,36.787,14.75,-38.305,-11.168,-34.607,10.023,10.867,35.302,40.559,37.865,37.126,-37.604,44.996,-38.415,-34.688,-48.022,10.395,-12.078,-11.563,-50.964,35.959,38.798,9.6914,-43.589,-11.375,-13.801,39.571,9.082,34.772,12.641,13.688,35.501,36.949
-3.6406,37.697,-37.974,-15.914,-35.134,36.422,-36.324,-34.629,35.676,-35.14,13.953,-37.688,-34.021,11.621,-40.003,10.215,36.604,136.69,-12.434,10.715,-11.684,12.945,-12.336,12.621,35.341,36,-38.015,-34.467,34.035,9.3633,13.688,-35.128,15.438,-34.188,44.239,40.813,12.109,-37.924,-35.416,-34.093,-41.901,-35.033,9.6836,35.214,-11.922,43.02,40.019,-10.727,-37.228,-34.601,14.148,-34.472,-13.586,-13.176,9.8555,13.762,39.313,34.643,35.872,-35.065,-3.4375,-14.023,11.34,12.273,-11.656,-13.367,-12.816,-36.153,38.912,-52.06,11.43,37.722,9.7461,11.23,12.414,13.207,-36.4,-34.373,38.765,36.486,35.379,10.02,3.0938,144.35,47.261,-34.964,38.751,-36.887,140.35,39.1,14.355,38.592,38.523,45.39,37.026,39.694,-10.148,-14.871,42.81,-46.548,34.292,136.29,49.192,60.473,-41.311,13.363,-3.1094,-139.58,36.101,-11.227,49.171,55.493,34.167,-44.738,-10.105,11.688,35.406,-9.2227,-37.811,14.07,15.594,-12.621,10.383,-38.208,-37.402,-9.3789,49.578,166.46,652.48,-2242.1,2298,-2187.5,589.3,161.25,142.93,140.47,13.766,-42.095,-34.436,11.031,-54.056,-61.992,-49.837,-34.896,-41.95,43.357,35.365,136.47,-139.83,9.3086,-10.574,-44.473,37.941,-49.271,34.229,-37.504,-42.871,45.543,15.906,41.64,-36.27,-36.557,37.03,35.714,-35.103,-14.012,48.124,138.04,-36.212,-553.14,-183.47,180.51,158.75,54.914,-38.292,-146.48,-229.3,44.469,56.235,142.07,56.343,50.667,39.109,46.685,35.66,48.782,11.828,43.186,47.182,35.27,-34.713,40.725,-40.581,34.135,-34.969,13.938,10.508,36.183,13.168,-37.272,11.945,-38.151,40.887,11.355,-11.875,15.109,11.457,10.77,-15.883,-36.318,46.299,-14.195,-144.98,150.3,46.718,35.402,-15.914,-2.6719,-37.256,-38.579,45.38,42.409,12.188,34.287,-37.063,-39.305,-11.668,35.893,10.023,-34.783,34.802,39.309,37.115,38.126,-10.414,45.621,-37.165,-36.438,-48.272,-35.901,-37.02,-34.641,-34.464,-9.6641,35.673,36.298,38.411,-36.594,-37.075,12.785,14.082,34.272,-10.359,-8.8125,15.004,15.297
36.147,39.447,-57.349,-34.104,-15.035,35.922,-37.074,-36.629,35.551,-35.14,13.453,-36.688,-34.646,12.121,-41.753,13.215,35.854,-136.25,37.517,2.8594,-9.1836,-10.555,-11.336,14.621,34.841,34.875,-37.64,-34.717,34.285,8.8633,15.688,-38.128,12.938,-36.313,40.864,36.313,10.109,-39.424,-35.291,-11.371,-44.651,-34.908,34.296,-34.161,-35.73,41.895,40.519,-10.227,-35.728,-34.976,11.148,-15.387,3.6563,-34.294,34.589,35.315,37.063,34.893,36.122,-15.762,14.641,-11.523,11.84,34.318,-34.039,11.133,-34.454,-9.1133,10.648,-51.185,11.93,40.972,-43.063,14.73,9.4141,35.177,-10.102,-40.123,37.515,11.945,-9.9844,38.505,-38.432,150.94,42.011,34.036,38.251,-34.012,-140.15,38.975,-8.6445,35.467,41.023,42.265,39.276,38.694,40.213,-34.593,45.06,10.309,36.042,59.659,38.817,139.84,35.564,11.363,-15.277,-139.4,-11.098,-14.227,53.921,62.368,-36.833,35.512,9.8945,12.688,-46.094,3.1094,-39.811,13.07,12.594,11.879,10.883,38.792,-39.652,-13.379,-48.172,151.46,-673.07,2282.9,-2431.8,915.02,-589.59,193.25,141.99,142.87,13.766,-36.72,-14.742,-35.617,-50.431,-62.367,-36.837,-36.271,-39.95,49.232,10.961,138.53,-137.73,-34.548,-39.144,-48.973,143.89,-47.521,-12.082,-36.254,-43.371,62.043,38.477,36.64,-38.395,-39.807,-13.879,-34.036,-48.353,-43.753,-36.251,-51.826,-141.15,-549.11,139.19,179.51,141.31,-42.211,-136.82,-149.61,-191.67,158.8,39.61,-39.2,-37.157,2.6719,-35.141,40.81,-36.715,42.407,-34.043,36.311,49.057,-12.922,-35.088,40.35,-43.331,34.76,-35.469,34.234,35.627,38.808,36.542,-15.59,10.445,-35.651,39.012,38.214,-34.219,34.027,14.957,-36.308,9.6172,11.727,43.799,46.951,-142.7,162.71,52.718,35.277,-15.414,-36.417,-37.131,-14.316,51.005,39.534,10.688,37.287,-41.563,-38.555,-12.668,43.518,34.006,36.842,35.677,38.684,35.115,38.001,37.521,46.371,-37.665,-34.938,-43.897,-36.901,-38.77,-34.891,8.6445,-13.164,-38.577,40.423,51.411,-37.219,-37.95,-8.7148,-11.418,35.147,-13.859,-34.828,8.5039,-11.703
44.522,38.197,-35.474,-9.9141,-9.5352,34.297,-36.949,-36.754,34.426,-13.559,13.953,-37.313,-15.086,-9.3789,-39.878,15.715,35.104,-151.91,-12.934,8.7148,9.3164,-34.514,-12.836,15.621,35.216,14.5,-36.64,-34.717,15.141,-2.5469,12.688,-39.378,-8.5625,-38.688,12.457,-34.438,11.109,-36.674,-12.664,-11.871,-43.651,-11.133,34.171,-35.411,-37.605,38.27,35.769,-9.7266,-9.4102,-46.226,14.148,-9.3867,35.729,-34.919,35.714,35.19,36.313,35.768,35.872,-11.762,12.141,-14.523,12.34,35.068,-34.164,34.408,-34.579,-36.778,-34.838,-34.185,38.357,46.847,-49.063,35.058,-11.086,34.677,34.225,-37.123,34.765,-15.055,12.516,37.755,-37.432,142.69,34.761,35.536,13.004,-35.137,-139.81,38.85,-12.645,35.592,37.148,35.89,39.651,37.694,38.463,-34.718,44.935,47.202,-12.332,49.034,44.067,57.973,47.939,-11.137,-15.277,-48.955,-36.649,-35.182,57.546,56.618,-38.208,14.047,11.395,-11.813,-52.719,34.694,-39.436,14.57,11.594,12.879,34.346,47.167,-15.109,-11.879,48.578,158.77,665.05,-2267.4,2415.6,-665.04,639.99,170.03,147.34,136.22,-10.734,12.621,-15.742,-34.117,-44.056,-61.617,37.288,-37.646,-36.325,53.482,-34.885,47.865,-54.559,-34.423,-43.519,-53.848,146.89,-138.32,-36.646,-35.129,-36.121,42.918,38.227,34.015,-40.145,-41.432,-43.095,-38.661,-56.478,-52.878,-50.376,-143.36,-149.68,-243.89,198.63,173.17,-53.633,-137.71,-142.1,-151.58,-148.64,180.99,-42.89,-147.21,-136.29,-49.083,-47.391,-3.0469,-40.715,36.657,-35.543,-36.939,48.307,-35.855,40.037,35.725,-9.8242,-14.461,-37.469,14.438,35.002,41.183,15.668,-2.3594,-11.555,-14.105,36.512,39.964,-15.375,35.527,10.457,11.27,36.654,38.432,42.799,136.3,-150.83,143.74,52.218,36.027,-35.104,-36.042,-34.131,44.546,42.63,36.284,35.047,42.912,-41.313,-37.18,-9.168,50.143,36.631,34.967,38.052,36.434,10.961,38.251,37.021,47.746,-38.665,-11.254,-37.272,-13.105,-35.77,-36.516,-36.089,-2.6563,-45.077,41.298,53.786,-34.344,-37.45,39.321,-34.604,34.772,-35.715,-15.313,-3.9844,-34.051
48.647,-14.711,59.651,10.586,-37.009,-8.8125,-35.074,-35.254,34.051,-8.5586,12.953,-37.063,-11.086,-10.879,-37.253,15.215,35.354,-164.53,-46.483,2.8594,-11.684,-34.889,-12.836,14.121,34.841,14,-34.64,-34.717,34.285,8.8633,-14.313,-37.628,-11.563,-38.188,-37.261,-36.188,15.609,-9.1953,-9.6641,-35.468,-38.776,35.842,35.296,-37.286,-39.605,-9.9219,34.394,-2.9063,12.09,46.149,13.648,-14.387,-13.086,-36.169,34.714,14.762,11.754,35.893,15.988,2.9531,2.5625,-34.131,3.3594,35.068,-13.656,2.5313,-11.316,-36.028,-35.338,45.44,40.232,36.847,-44.313,38.683,10.414,-12.793,14.898,34.252,-36.235,-34.389,36.879,11.02,11.773,38.76,-35.114,35.911,44.876,-37.762,140.47,51.725,-35.286,36.842,44.398,-13.441,13.605,34.944,-39.787,-35.218,38.56,58.577,-45.458,-15.863,-42.808,43.723,53.064,-15.137,-34.819,50.295,-35.149,-35.057,54.921,44.743,-39.333,-35.363,-12.605,-35.828,-44.594,34.944,-38.686,9.0703,13.094,-13.621,34.971,12.168,-35.902,10.621,42.203,167.99,-220.94,780.61,-2899.1,-2178.7,-567.39,160.59,147.3,136.97,10.766,-39.345,-36.686,37.133,13.777,-59.492,49.288,-39.021,-37.075,61.982,-37.76,-39.135,-37.684,-14.191,-43.769,-58.848,156.89,-143.41,-35.146,-36.629,-36.496,-41.207,-38.648,10.059,-44.02,-41.932,-47.47,-43.161,-61.478,-136.03,-60.876,-146.18,-156.08,-198.83,249.28,161.95,-151.44,-144.87,-146.39,-148.26,153.3,197.09,-60.64,-157.93,-142.88,-59.208,-63.016,-56.94,-45.715,-15.871,-36.918,-38.314,44.307,-37.23,46.912,9.8984,40.044,-37.365,-40.844,-13.063,14.508,38.808,-35.208,-37.272,-34.389,-47.901,39.012,38.089,10.125,37.152,-11.043,34.442,34.404,41.432,-38.951,58.826,-136.89,-60.919,47.593,13.109,-15.914,-37.917,-34.631,41.671,-38.12,14.637,37.797,47.162,-38.688,-38.055,11.832,35.893,37.131,10.367,35.427,12.734,-34.51,39.126,12.086,50.371,-39.665,-14.254,-15.59,37.099,-15.078,-38.766,15.145,-34.666,-46.202,39.298,46.161,-35.469,-35.95,41.696,-15.918,15.59,-35.465,9.6875,-12.496,-14.703
49.147,-39.678,51.026,-8.9141,-34.884,-34.953,8.7031,-12.016,15.203,10.941,10.953,-35.063,10.414,-11.379,-15.512,13.715,36.479,-173.53,-46.108,-9.7852,-34.921,-14.055,-10.836,34.155,12.863,11.5,-10.059,-14.367,10.141,10.363,-35.453,-34.378,13.938,-36.313,-41.136,-35.063,-10.391,34.451,34.084,-37.468,-36.401,39.217,34.296,-39.786,-38.355,-37.105,34.019,13.773,-13.91,9.0977,12.648,-34.597,-35.646,-37.169,35.339,14.762,-35.562,36.143,10.488,9.2383,-9.8594,-34.381,-9.1602,34.443,-14.656,-14.367,-15.816,35.847,-15.852,43.19,38.357,-15.113,-9.2539,39.558,10.914,14.707,-14.602,35.877,34.265,-12.555,34.629,-39.245,39.568,-56.615,-35.239,35.036,45.251,-38.512,146.94,49.225,14.855,-2.5313,45.023,11.059,-34.099,15.277,-46.662,-35.593,37.185,136.39,-39.208,-52.091,-62.058,44.098,53.564,-36.409,-36.319,136.6,-35.524,-35.557,44.546,39.993,39.167,35.012,-34.651,-36.828,-41.844,-2.8906,-37.936,-11.43,11.094,-12.121,35.096,-40.833,-36.152,-35.22,-140.23,140.08,-680.55,2245.8,-11537,2356.2,-154.33,230.81,137.62,137.68,35.441,-44.595,-35.936,39.133,47.819,-56.117,61.538,-40.646,-35.45,137.9,-39.385,-14.539,44.816,-15.691,-40.644,-61.973,142.89,-139.57,-37.521,-37.629,-44.371,35.668,-49.898,-36.36,-47.52,-42.307,-51.72,-46.411,-136.49,-138.13,-137.91,-145.61,-161.77,-147.67,552.99,147.01,-166.97,-151.37,-151.29,-139.86,198.48,207.74,-138.72,-168.05,-147.51,-136.43,-138.94,-59.44,-46.465,-38.093,-38.043,-45.564,43.432,-37.98,43.037,35.975,34.794,-36.865,-41.719,-35.516,14.508,34.058,-34.458,-36.647,-36.014,-56.026,37.262,37.214,35.156,36.902,-12.543,-14.73,14.117,41.182,-47.326,-38.799,178.36,-50.294,43.468,-34.973,9.5859,-34.042,-11.523,34.046,-48.495,12.637,36.047,50.287,8.75,-35.555,34.083,-58.232,34.506,34.717,-14.793,34.309,-36.635,37.751,46.021,52.121,-37.54,-35.563,13.91,38.599,-37.395,-39.391,43.911,-36.416,-44.577,39.423,34.911,-38.469,-34.575,34.571,-35.354,13.59,-15.359,-9.3125,-15.496,-9.7031
41.772,-34.303,-39.224,-34.604,-41.134,-35.828,34.301,-8.5156,13.703,12.941,13.953,3,13.914,-15.379,-11.512,9.2148,37.479,-178.22,-35.608,2.8594,-34.296,12.445,-10.336,15.121,-8.6367,0,13.441,-10.367,-14.859,10.363,-35.078,-13.012,34.109,-35.938,-42.386,-36.813,-8.8906,35.201,35.834,-38.343,-37.776,38.842,-35.329,-42.411,-35.605,-42.105,-34.356,10.773,-35.978,-46.351,13.648,-34.597,-10.586,-35.919,34.589,-2.9531,-36.937,36.143,15.488,15.238,-13.859,-34.756,-9.1602,14.773,-15.156,-8.8672,-38.579,35.722,-34.713,-34.935,35.607,8.8867,37.312,38.058,9.4141,35.802,-34.9,35.252,37.265,34.736,-14.484,-37.87,41.318,-54.115,9.543,-10.855,41.501,-35.637,47.513,34.725,42.589,-36.283,-37.852,34.765,-39.224,34.194,-42.787,-35.593,37.31,136.89,-38.833,-140.84,-137.17,-42.902,53.064,-37.909,-37.319,136.32,-40.649,-36.932,-9.8164,13.473,136.35,42.762,-15.605,-36.453,-40.969,-34.181,-37.186,-9.9297,2.375,12.879,35.471,-35.083,-42.902,-14.879,154.18,192.12,957.7,-2676.6,-12344,-2599.5,708.24,-168.5,155.24,40.114,-38.559,-42.345,-36.561,39.758,54.319,-51.367,138.32,-41.396,-15.801,139.68,-39.51,-35.885,62.191,-11.691,-34.644,-61.348,-145.26,-46.646,-40.646,-36.504,-9.4844,48.043,-48.273,-38.36,-47.52,-42.307,-54.345,-45.411,-137.37,-138,-140.34,-143.24,-165.15,160.27,560.81,50.546,-178.28,-156.58,-156.35,-36.301,236.8,213.27,-141.28,-178.71,-151.23,-139.77,-139.47,-63.69,-47.09,-42.843,-39.918,-35.939,46.932,-37.855,40.037,41.6,-36.581,-10.961,-38.844,-35.141,34.252,34.433,-34.208,11.41,-37.514,-34.526,13.547,38.214,34.031,36.777,-9.543,34.317,36.404,40.682,-42.451,-139.26,190.11,58.581,40.343,-38.098,2.3438,34.583,-9.0234,34.671,-45.37,35.284,-11.313,46.037,38.313,12.281,15.832,-59.607,-11.477,-37.533,-3.1719,36.059,-37.26,36.251,55.021,51.121,-34.79,-36.188,36.478,34.349,-42.27,-39.641,47.536,-35.041,-36.577,37.548,-12.855,-36.594,-34.95,-35.554,-38.354,10.59,-34.59,-34.453,-12.996,-10.203
-35.228,38.697,-45.599,-35.229,-47.009,-35.203,34.676,-35.754,-9.7969,14.941,14.453,34.563,3.6563,-34.345,-12.512,-3.1406,36.854,-178.69,15.566,2.8594,-34.546,34.486,-10.336,10.621,-13.637,-10,35.36,9.1328,-10.359,9.8633,-35.953,-11.012,-10.063,-36.813,-38.511,-39.188,13.609,34.951,34.584,-37.218,-36.526,34.717,-39.704,-41.286,-9.9219,-47.605,-36.481,-12.727,-35.478,13.098,9.6484,-34.597,-13.586,-34.044,11.355,-13.738,-38.062,35.393,36.247,35.185,-14.859,-11.523,3.3594,11.773,-10.656,11.133,-38.579,8.8867,-38.213,-41.81,-37.018,-36.403,15.246,36.808,11.914,9.207,-10.602,38.127,-41.985,39.736,-10.984,8.5195,38.443,-39.115,2.1719,-34.589,45.751,36.113,-51.487,15.398,44.714,-35.908,-38.852,34.515,-45.099,-10.723,-14.648,-34.468,10.738,136.77,-34.208,-144.96,-140.14,-48.402,48.814,-35.159,-36.819,54.045,-41.774,-34.807,-37.454,-38.132,63.167,51.762,-36.651,-36.828,10.625,-35.931,-34.811,-10.93,9.0938,11.879,12.383,39.917,43.848,34.28,-160.7,11.352,-2213,3249.7,-12344,2792.1,-836.35,550.19,42.094,48.739,37.941,-43.22,-39.061,38.258,51.319,-45.867,141.29,-43.896,-14.801,141.15,-34.635,-43.635,138.74,-13.191,34.481,-55.473,145.36,35.229,-39.396,-37.754,50.379,-34.332,-41.273,-41.485,-44.02,-38.807,-51.345,-43.661,-136.99,-62.253,-140.81,-145.43,-162.65,208.83,563.3,-137.8,-183.47,-158.62,-156.98,137.49,545.5,209.12,-142.35,-183.08,-152.54,-142.46,-138.29,-136.55,-51.965,-48.218,-41.043,-37.689,45.932,-38.98,43.412,42.1,-36.331,-37.365,-39.469,-34.016,10.008,37.683,-38.458,34.228,-37.264,34.724,35.137,39.339,12.625,37.902,10.457,15.77,36.654,42.432,-36.201,-141.57,-51.689,34.706,-9.6289,-38.348,34.521,-13.668,-15.523,-35.579,-37.87,39.409,-36.078,34.162,37.063,34.445,35.083,-36.607,-34.619,-38.408,35.302,34.934,-36.26,35.001,48.771,50.496,-34.165,-34.313,39.728,8.8945,-42.145,-39.891,49.661,-35.416,35.423,10.191,36.536,15.625,-34.7,-38.804,-39.854,-9.9102,-35.09,-35.703,-10.496,-12.203
